,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,wheel_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,brand_honda,brand_toyota,model_amaze,model_city,model_fortuner,model_jazz,engine_type_diesel,engine_type_petrol
25,20000,20787,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
26,20000,19899,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
27,20000,20575,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
28,20000,21587,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
29,20000,20689,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
30,20000,20464,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
31,20000,21567,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
32,20000,22769,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
33,20000,20312,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
34,20000,20453,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
35,20000,20564,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
36,20000,20644,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
37,20000,20768,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
38,20000,20543,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
39,20000,21056,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
40,30000,30239,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
41,30000,30231,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
42,30000,30783,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
43,30000,30463,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
44,30000,30463,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
45,30000,29625,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
46,30000,31833,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
47,30000,30172,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
48,30000,30132,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
49,30000,29234,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
50,30000,30541,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
51,30000,29689,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
52,30000,30545,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
53,30000,30432,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
54,30000,30679,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
55,30000,30765,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
56,30000,30758,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
57,30000,31234,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
58,30000,30272,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
59,30000,30137,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
60,40000,40231,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
61,40000,40532,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
62,40000,39163,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
63,40000,40328,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
64,40000,40368,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
65,40000,39175,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
66,40000,40613,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
67,40000,40293,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
68,40000,40733,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
69,40000,41382,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
70,40000,40289,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
71,40000,39236,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
72,40000,40722,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
73,40000,42232,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
74,40000,40724,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
75,40000,40283,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
76,40000,39328,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
77,40000,41238,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
78,40000,40278,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
79,40000,40243,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
80,50000,50234,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
81,50000,50722,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
82,50000,50236,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
83,50000,50673,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
84,50000,50892,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
85,50000,51427,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
86,50000,50237,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
87,50000,49622,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
88,50000,49263,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
89,50000,50268,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True
90,50000,51452,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True
91,50000,50823,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False,True
92,50000,50179,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False,True
93,50000,51102,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
94,50000,51324,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
95,50000,50822,True,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True
96,50000,50264,True,True,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True
97,50000,50012,True,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True
98,50000,50272,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True
99,50000,50327,True,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True
100,60000,60272,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True
101,60000,60347,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True
102,60000,60322,True,True,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True
103,60000,60347,True,True,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True
104,60000,60839,True,True,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True
105,60000,60321,True,True,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True
106,60000,61733,True,True,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True
107,60000,60977,True,True,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True
108,60000,60632,True,True,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True
109,60000,60872,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
110,60000,60134,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
111,60000,60427,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
112,60000,60349,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
113,60000,60374,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
114,60000,60694,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
115,60000,61379,True,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
116,60000,59262,True,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
117,60000,60347,True,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
118,60000,61372,True,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
119,60000,60437,True,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
120,70000,70262,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
121,70000,70373,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
122,70000,70764,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
123,70000,70384,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True
124,70000,70976,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True
125,70000,71253,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True
126,70000,70311,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
127,70000,70789,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
128,70000,70098,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True
129,70000,69432,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True
130,70000,70894,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True
131,70000,70753,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True
132,70000,70756,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
133,70000,70890,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
134,70000,70473,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
135,70000,70985,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
136,70000,70342,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
137,70000,70033,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
138,70000,70653,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
139,70000,70373,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
140,80000,82238,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
141,80000,89843,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
142,80000,85834,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
143,80000,88433,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
144,80000,82363,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
145,80000,83462,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
146,80000,82346,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
147,80000,89437,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
148,80000,90327,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
149,80000,82462,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
150,80000,81482,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
151,100000,122342,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
152,100000,102378,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
153,100000,113247,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
154,100000,137822,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
155,100000,129773,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
156,100000,90239,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
157,100000,94824,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
158,100000,96348,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
159,100000,94378,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
160,100000,99947,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
161,10000,10021,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
162,10000,10005,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
163,10000,9980,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
164,10000,10100,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
165,10000,11004,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
166,10000,10078,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
167,10000,12001,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
168,10000,10003,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
169,10000,9800,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
170,10000,10302,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
171,10000,10288,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
172,10000,10003,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
173,10000,10200,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
174,10000,10123,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
175,10000,9992,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
176,10000,10675,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
177,10000,13987,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
178,10000,14567,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
179,10000,11002,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
180,10000,12347,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
181,20000,20003,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
182,20000,17890,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
183,20000,23000,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
184,20000,21000,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
185,20000,18907,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
186,20000,21000,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
187,20000,19009,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
188,20000,19998,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
189,20000,23212,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
190,20000,18989,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
191,20000,19878,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
192,20000,22398,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
193,20000,24567,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
194,20000,21000,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
195,20000,22009,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
196,20000,20009,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
197,20000,24509,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
198,20000,15559,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
199,20000,19000,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
200,20000,24500,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
201,20000,21000,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
202,30000,30002,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
203,30000,30102,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
204,30000,34543,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
205,30000,31289,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
206,30000,33298,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
207,30000,32987,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
208,30000,30007,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
209,30000,29998,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
210,30000,31980,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
211,30000,30009,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
212,30000,34543,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
213,30000,34543,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
214,30000,28987,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
215,30000,31654,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
216,30000,31098,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
217,30000,26789,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
218,30000,32456,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
219,30000,27865,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
220,30000,29876,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
221,30000,31245,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
222,30000,33233,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
223,40000,40100,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
224,40000,43221,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
225,40000,41098,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
226,40000,42222,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
227,40000,43766,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
228,40000,41787,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
229,40000,42234,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
230,40000,42656,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
231,40000,43298,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
232,40000,42787,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
233,40000,40093,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
234,40000,41980,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
235,40000,40105,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
236,40000,43000,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
237,40000,38789,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
238,40000,44004,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
239,40000,43898,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
240,40000,41098,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
241,40000,42000,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
242,40000,39450,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
243,40000,40105,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
244,50000,50005,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
245,50000,50100,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
246,50000,51050,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
247,50000,52000,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
248,50000,49850,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
249,50000,52500,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
250,50000,47500,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
251,50000,51250,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
252,50000,50090,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
253,50000,52100,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
254,50000,51023,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
255,50000,53909,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
256,50000,54098,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
257,50000,52345,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
258,50000,51098,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
259,50000,52342,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
260,50000,51098,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
261,50000,51231,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
